"filename", "language", "JavaScript", "comment", "blank", "total"
"/Users/lenale/courses/1dv610/laboration/1dv610-laboration-2/src/Helpers.js", "JavaScript", 9, 12, 2, 23
"/Users/lenale/courses/1dv610/laboration/1dv610-laboration-2/src/Parser.js", "JavaScript", -9, -12, -1, -22
"/Users/lenale/courses/1dv610/laboration/1dv610-laboration-2/src/ShuntingYard.js", "JavaScript", 0, 0, -1, -1
"Total", "-", 0, 0, 0, 0
